timestamp,distance_km,start_battery,end_battery,duration_minutes,avg_speed_kmh,temperature_celsius,traffic_condition,battery_degradation
2024-01-01 08:39:36,6.1,85,80,7.764839012559634,47.13555547101423,17.5,low,0.1
2024-01-01 08:40:48,95.5,65,24,84.58217606716977,67.74476924605959,29.8,medium,0.23
2024-01-01 08:42:00,40.8,62,44,44.06559778452638,55.55354115403863,32.9,low,0.16
2024-01-01 08:43:12,84.8,55,26,88.58357652522884,57.437283518925476,34.8,medium,0.1
2024-01-01 08:44:24,21.6,79,70,18.01345228821858,71.94623103132923,20.8,medium,0.13
2024-01-01 08:45:36,34.0,59,46,35.90697062438488,56.81348118558935,27.5,low,0.11
2024-01-01 08:46:48,44.6,83,68,34.43551163553775,77.71047598544592,17.5,low,0.1
2024-01-01 08:48:00,16.2,66,58,23.46115105210763,41.43019231414396,25.4,medium,0.1
2024-01-01 08:49:12,20.3,65,58,21.254267384251172,57.3061389498894,28.4,low,0.16
2024-01-01 08:50:24,76.2,57,26,114.93279887417796,39.7797673491374,24.3,medium,0.16
2024-01-01 08:51:36,54.6,57,33,90.52220429188993,36.19001576051439,23.8,medium,0.19
2024-01-01 08:52:48,44.2,84,67,58.03328478353851,45.6979130147783,22.8,low,0.24
2024-01-01 08:54:00,92.6,72,31,126.497373846832,43.92186043899554,27.1,medium,0.11
2024-01-01 08:55:12,15.4,65,58,22.615380630217242,40.85715005678081,26.2,low,0.1
2024-01-01 08:56:24,39.9,85,69,41.34327143967098,57.9054321691349,19.7,medium,0.21
2024-01-01 08:57:36,62.4,76,48,67.26331102833238,55.66184510933408,33.9,heavy,0.1
2024-01-01 08:58:48,30.1,69,56,25.36254087820088,71.2073766060347,32.0,low,0.23
2024-01-01 09:00:00,67.9,82,52,58.687945051966715,69.41800392555191,16.6,low,0.23
2024-01-01 09:01:12,65.0,52,23,84.31906097125213,46.25288701127344,21.9,low,0.15
2024-01-01 09:02:24,37.6,56,43,41.06757669324084,54.933847615394036,27.2,medium,0.17
2024-01-01 09:03:36,61.5,51,25,97.8183242490002,37.722993399549225,18.1,low,0.23
2024-01-01 09:04:48,35.1,70,53,56.556749327008696,37.236935026502294,28.1,medium,0.25
2024-01-01 09:06:00,85.9,80,37,105.72970388502773,48.74694443109901,27.0,low,0.21
2024-01-01 09:07:12,67.2,66,36,83.25821681776911,48.427652598241615,16.2,medium,0.26
2024-01-01 09:08:24,96.4,83,47,184.43824309620547,31.36009052625267,21.8,medium,0.23
2024-01-01 09:09:36,86.4,75,48,69.69971185015571,74.37620418208974,30.4,low,0.12
2024-01-01 09:10:48,25.6,57,46,25.899133443823562,59.30700358495223,16.0,medium,0.11
2024-01-01 09:12:00,26.8,74,61,35.786583612846066,44.93304019729861,24.5,medium,0.1
2024-01-01 09:13:12,77.6,75,47,114.3790050511299,40.70677129879444,30.4,heavy,0.14
2024-01-01 09:14:24,88.7,69,40,132.55012387147312,40.15084893591245,19.4,low,0.27
2024-01-01 09:15:36,46.1,77,61,89.21401520682515,31.004097210371853,26.1,low,0.1
2024-01-01 09:16:48,52.2,87,69,75.86116014355738,41.285949148063345,21.4,heavy,0.19
2024-01-01 09:18:00,71.4,81,50,121.46877699430695,35.268322494107146,26.2,heavy,0.17
2024-01-01 09:19:12,81.7,79,51,104.41782676595051,46.94600674832746,27.3,heavy,0.26
2024-01-01 09:20:24,5.2,84,80,4.4363747764747306,70.32769225325099,32.8,heavy,0.15
2024-01-01 09:21:36,44.3,67,50,74.53860946795471,35.659371954647405,34.6,low,0.1
2024-01-01 09:22:48,43.4,73,57,57.77585491108786,45.070730740502846,32.1,low,0.17
2024-01-01 09:24:00,68.8,80,42,51.626155596180915,79.95946923278889,18.7,low,0.2
2024-01-01 09:25:12,57.6,79,57,112.51441415699102,30.716064478439655,21.0,heavy,0.26
2024-01-01 09:26:24,99.4,85,42,107.19996420518173,55.63434693490054,23.2,medium,0.28
2024-01-01 09:27:36,50.3,56,33,43.63434097867374,69.16570600837184,28.1,low,0.19
2024-01-01 09:28:48,83.9,67,28,72.31166583384292,69.61532336382734,25.1,heavy,0.18
2024-01-01 09:30:00,69.6,78,45,113.85805047572418,36.6772484031805,17.7,low,0.27
2024-01-01 09:31:12,63.8,62,40,67.54145348523454,56.67630473538523,32.6,medium,0.26
2024-01-01 09:32:24,16.9,75,68,15.724490273687522,64.48539713219007,34.4,heavy,0.17
2024-01-01 09:33:36,81.0,84,55,104.24836487730809,46.61943624458597,18.0,low,0.12
2024-01-01 09:34:48,64.1,75,51,71.3539314055286,53.9003236996414,34.1,medium,0.1
2024-01-01 09:36:00,41.8,50,30,42.872830810623945,58.49858646092747,23.1,heavy,0.16
2024-01-01 09:37:12,90.4,94,66,146.3533822415477,37.0609815565998,18.3,heavy,0.21
2024-01-01 09:38:24,24.0,53,45,27.777134108728237,51.841201268762916,31.1,low,0.14
2024-01-01 09:39:36,55.0,80,50,90.9666705510585,36.27702300204282,28.7,low,0.22
2024-01-01 09:40:48,55.1,73,44,53.42586307585694,61.88014211966893,20.7,low,0.25
2024-01-01 09:42:00,29.4,62,48,49.0390767603557,35.97131342052626,25.8,medium,0.28
2024-01-01 09:43:12,52.1,94,73,44.54843397851583,70.17081681272033,23.5,heavy,0.23
2024-01-01 09:44:24,17.8,89,80,30.287470633219137,35.26210600196582,34.5,low,0.18
2024-01-01 09:45:36,35.5,68,54,41.425659570409884,51.41740703922182,23.8,medium,0.26
2024-01-01 09:46:48,34.5,86,69,34.819020097381326,59.45026580905075,26.6,heavy,0.14
2024-01-01 09:48:00,97.8,69,37,106.11789938316237,55.29698603260394,29.1,low,0.21
2024-01-01 09:49:12,99.7,93,46,79.5993746919953,75.15134412986242,17.1,low,0.24
2024-01-01 09:50:24,41.4,64,47,48.32772369990847,51.399068895204444,25.2,medium,0.26
2024-01-01 09:51:36,77.5,74,51,59.73026265617423,77.84998413227865,32.9,low,0.24
2024-01-01 09:52:48,18.4,72,65,14.76771247324186,74.75768518654304,18.6,low,0.19
2024-01-01 09:54:00,29.2,50,37,28.83409281723717,60.76140529563133,24.0,low,0.14
2024-01-01 09:55:12,80.6,68,43,62.94203859665855,76.83259245843257,17.1,low,0.19
2024-01-01 09:56:24,59.3,90,71,45.44485618727988,78.2926891733875,24.0,low,0.13
2024-01-01 09:57:36,35.3,75,62,38.21861456677876,55.41802140156737,20.7,medium,0.14
2024-01-01 09:58:48,48.4,84,66,38.25044400964687,75.92068733287391,26.1,heavy,0.12
2024-01-01 10:00:00,46.9,61,43,58.05635211719964,48.47014835378076,15.7,low,0.13
2024-01-01 10:01:12,48.0,79,54,48.84427208608412,58.96290142115806,17.6,medium,0.31
2024-01-01 10:02:24,45.1,69,54,34.00004219056341,79.58813653328467,20.7,medium,0.25
2024-01-01 10:03:36,38.4,51,32,57.463301587039545,40.09515527941143,16.2,medium,0.28
2024-01-01 10:04:48,55.2,64,40,71.36974236392544,46.40622048362731,33.1,heavy,0.3
2024-01-01 10:06:00,67.5,58,33,55.66441627981059,72.75743231801265,28.3,low,0.17
2024-01-01 10:07:12,10.7,82,78,13.212436910717587,48.59058206584329,24.1,heavy,0.29
2024-01-01 10:08:24,91.0,75,37,69.25856096897023,78.83501943458272,34.5,low,0.27
2024-01-01 10:09:36,12.4,83,77,9.395716461311048,79.18502043602373,26.2,heavy,0.21
2024-01-01 10:10:48,79.4,55,25,61.74548814637549,77.15543504500825,29.5,low,0.25
2024-01-01 10:12:00,36.1,52,37,54.7684605461556,39.54830897930067,30.7,low,0.16
2024-01-01 10:13:12,23.1,86,74,38.07444365899457,36.40237037771074,19.8,medium,0.26
2024-01-01 10:14:24,7.2,63,60,13.05048511713115,33.10221774307232,29.4,medium,0.14
2024-01-01 10:15:36,24.3,67,56,31.074680799668176,46.91922692301859,20.8,low,0.2
2024-01-01 10:16:48,23.9,51,43,18.373243747024095,78.04827605535164,28.3,low,0.26
2024-01-01 10:18:00,95.0,73,39,78.30027880072578,72.79667566071508,31.5,medium,0.33
2024-01-01 10:19:12,21.8,82,73,18.902318481254365,69.19786063795073,33.0,low,0.31
2024-01-01 10:20:24,15.5,86,79,12.609066239826072,73.7564528817027,28.8,low,0.28
2024-01-01 10:21:36,23.5,56,48,35.73707456725882,39.45482435464366,31.5,heavy,0.18
2024-01-01 10:22:48,98.4,53,26,129.27217330897201,45.6710817871756,21.3,heavy,0.28
2024-01-01 10:24:00,39.8,72,57,56.5221304854659,42.24893823869661,27.0,medium,0.15
2024-01-01 10:25:12,45.5,74,58,55.62670007328338,49.07715173475077,31.2,medium,0.19
2024-01-01 10:26:24,82.1,66,36,95.02756641627951,51.83758972024047,27.1,low,0.28
2024-01-01 10:27:36,29.1,63,51,22.81198334849379,76.53871973018441,18.0,low,0.33
2024-01-01 10:28:48,80.0,53,27,113.49554403310904,42.29240928260354,28.4,low,0.15
2024-01-01 10:30:00,54.6,50,27,79.76986964031488,41.06813781659163,28.5,low,0.22
2024-01-01 10:31:12,98.1,93,51,92.33275955488871,63.74768856010386,30.8,low,0.3
2024-01-01 10:32:24,32.2,90,73,26.65716640393359,72.47582022502249,29.7,medium,0.15
2024-01-01 10:33:36,34.5,86,70,36.90581146905592,56.088727428080375,29.8,low,0.19
2024-01-01 10:34:48,59.7,52,30,109.39785008335693,32.74287380666672,16.7,medium,0.25
2024-01-01 10:36:00,17.6,90,80,25.078528414706266,42.10773385653492,34.1,low,0.21
2024-01-01 10:37:12,41.2,87,69,31.10019599277315,79.48502963050221,27.6,medium,0.27
2024-01-01 10:38:24,84.9,79,55,64.34599301755924,79.16576870000141,28.0,low,0.26
2024-01-01 10:39:36,9.9,91,80,8.748284502697976,67.89902635388802,30.0,low,0.36
2024-01-01 10:40:48,10.0,51,48,13.822757144448664,43.40668028309859,34.4,heavy,0.23
2024-01-01 10:42:00,74.1,91,57,57.265929853123986,77.63778587727691,35.0,low,0.25
2024-01-01 10:43:12,98.4,75,37,82.45861239319699,71.59955556670383,21.5,medium,0.25
2024-01-01 10:44:24,90.1,72,37,124.21510903004697,43.5212756500686,22.8,low,0.35
2024-01-01 10:45:36,47.2,57,33,48.54510689662084,58.337496424323085,29.4,heavy,0.23
2024-01-01 10:46:48,30.7,75,63,28.333437852489524,65.0115248841274,25.0,medium,0.33
2024-01-01 10:48:00,32.0,89,74,34.373457186068165,55.85705242294311,31.9,medium,0.23
2024-01-01 10:49:12,24.8,61,50,39.56018627562215,37.613574153389116,33.1,heavy,0.19
2024-01-01 10:50:24,18.8,75,68,16.754994396981047,67.32320962179764,23.0,low,0.22
2024-01-01 10:51:36,53.7,63,34,60.05290416814621,53.65269248225703,33.4,low,0.24
2024-01-01 10:52:48,89.3,76,38,77.05854686985826,69.53154734476055,29.9,heavy,0.26
2024-01-01 10:54:00,75.5,84,47,65.30345015697225,69.36846352085651,17.9,medium,0.3
2024-01-01 10:55:12,82.3,60,27,70.3950232135438,70.14700435598326,26.5,medium,0.33
2024-01-01 10:56:24,37.0,57,46,51.16926539621965,43.38541862600224,20.5,low,0.36
2024-01-01 10:57:36,76.2,90,57,99.21368938593133,46.08235041250585,28.5,low,0.24
2024-01-01 10:58:48,26.8,63,50,33.18149057244502,48.460752433326036,18.6,low,0.32
2024-01-01 11:00:00,16.6,75,69,20.916755889049476,47.61732676344111,26.7,heavy,0.3
2024-01-01 11:01:12,6.4,60,57,11.627352808991855,33.02557394689519,26.7,low,0.33
2024-01-01 11:02:24,22.2,59,48,41.42792234214262,32.15222788628772,20.2,medium,0.18
2024-01-01 11:03:36,74.3,50,15,105.5143697783658,42.2501694258714,27.6,low,0.26
2024-01-01 11:04:48,70.9,69,35,68.40675594822167,62.1868401890002,24.8,heavy,0.19
2024-01-01 11:06:00,65.1,64,38,61.09967587549512,63.92832603497584,34.6,medium,0.3
2024-01-01 11:07:12,69.1,93,62,52.885036878977544,78.39646608335988,31.5,medium,0.23
2024-01-01 11:08:24,79.9,93,57,150.2259645575887,31.911926903702682,31.7,low,0.31
2024-01-01 11:09:36,64.0,51,30,94.15956859768848,40.7818351038438,17.0,medium,0.29
2024-01-01 11:10:48,18.3,84,76,18.63017632896893,58.93664024492718,31.2,low,0.2
2024-01-01 11:12:00,12.2,84,79,11.751975554449112,62.287399817035556,28.4,heavy,0.34
2024-01-01 11:13:12,49.6,78,58,62.92835016866958,47.29188024194657,33.9,low,0.27
2024-01-01 11:14:24,56.3,91,63,51.25067439632957,65.91132779790158,32.3,medium,0.3
2024-01-01 11:15:36,58.4,65,36,47.45354660530455,73.84063469785646,24.7,low,0.35
2024-01-01 11:16:48,84.2,58,19,149.14218650991288,33.873715534297965,15.9,medium,0.36
2024-01-01 11:18:00,47.3,69,54,66.58098063942613,42.62478522762204,25.9,low,0.27
2024-01-01 11:19:12,19.5,56,48,28.779721537434547,40.6536247572149,33.6,medium,0.31
2024-01-01 11:20:24,53.6,70,48,69.69041456055963,46.146948906515085,22.5,medium,0.3
2024-01-01 11:21:36,93.4,59,10,91.56075191644541,61.205264075528575,31.1,medium,0.2
2024-01-01 11:22:48,75.0,52,22,72.97838664422478,61.66209211965515,29.2,medium,0.36
2024-01-01 11:24:00,22.3,89,80,26.00302807756073,51.455545716024695,15.6,low,0.36
2024-01-01 11:25:12,34.7,75,61,50.86082946957093,40.93523486960867,15.6,heavy,0.35
2024-01-01 11:26:24,82.6,79,53,77.98576471596326,63.55005965576604,24.4,medium,0.26
2024-01-01 11:27:36,82.3,74,40,100.74989643901407,49.012457327825345,33.6,medium,0.32
2024-01-01 11:28:48,66.6,85,63,80.26800959079841,49.783220243922486,21.6,low,0.37
2024-01-01 11:30:00,84.6,93,57,95.23829504197812,53.2978881841874,31.4,heavy,0.25
2024-01-01 11:31:12,12.1,89,80,21.097667612373733,34.41138676268663,31.8,heavy,0.34
2024-01-01 11:32:24,92.9,68,27,164.0654109787718,33.97425433396935,29.2,medium,0.38
2024-01-01 11:33:36,37.8,57,38,34.12787378634593,66.45594197278689,26.5,medium,0.27
2024-01-01 11:34:48,44.6,86,66,37.06618005602131,72.19519238172185,26.0,low,0.33
2024-01-01 11:36:00,95.7,79,36,161.70209838037187,35.509743271810194,23.3,medium,0.31
2024-01-01 11:37:12,6.5,55,52,10.85058499199428,35.94276255959911,25.6,medium,0.24
2024-01-01 11:38:24,23.3,79,69,46.58853100717077,30.007385289414337,21.0,low,0.39
2024-01-01 11:39:36,75.3,84,57,94.8608680664619,47.627647649551086,33.7,heavy,0.41
2024-01-01 11:40:48,44.5,82,67,67.50254727426315,39.55406288820151,23.5,medium,0.26
2024-01-01 11:42:00,58.5,56,32,58.1179142824904,60.39445914970632,30.1,medium,0.22
2024-01-01 11:43:12,62.5,79,49,103.0593240044207,36.386809599480245,32.9,medium,0.41
2024-01-01 11:44:24,8.9,84,80,7.665347501258372,69.66416068056101,16.9,medium,0.25
2024-01-01 11:45:36,5.8,62,59,8.569970460540041,40.6069077603414,18.9,medium,0.27
2024-01-01 11:46:48,53.2,81,59,40.0251186664014,79.74991970928211,15.3,heavy,0.31
2024-01-01 11:48:00,32.3,64,48,29.307915290396053,66.12548114724031,27.3,heavy,0.29
2024-01-01 11:49:12,14.0,88,80,16.84781300918075,49.858103217448175,23.9,low,0.32
2024-01-01 11:50:24,65.6,85,53,56.75149636725456,69.35499946167164,29.4,heavy,0.27
2024-01-01 11:51:36,9.9,88,80,9.392368241733113,63.242835535416894,19.4,medium,0.29
2024-01-01 11:52:48,16.0,76,69,13.037322417121617,73.63475177535335,17.9,low,0.28
2024-01-01 11:54:00,78.4,72,39,60.25088678887586,78.0735396722576,33.0,medium,0.29
2024-01-01 11:55:12,6.3,75,72,5.84430787463542,64.67831745150497,22.7,low,0.33
2024-01-01 11:56:24,38.5,84,66,67.07405773811713,34.439544555648126,30.2,heavy,0.35
2024-01-01 11:57:36,35.1,58,45,30.079263101226722,70.01501309764836,20.9,medium,0.34
2024-01-01 11:58:48,21.1,74,63,16.48119520417306,76.81481739136537,28.6,low,0.32
2024-01-01 12:00:00,97.2,79,47,85.64080354741252,68.0983801929332,29.0,low,0.24
2024-01-01 12:01:12,98.8,54,19,92.58503229110191,64.02762793624606,24.7,medium,0.41
2024-01-01 12:02:24,89.6,53,13,130.95217202585607,41.05315640689432,16.2,heavy,0.42
2024-01-01 12:03:36,45.2,91,69,53.8469089031184,50.365008043069714,22.5,low,0.28
2024-01-01 12:04:48,76.5,87,60,80.98088971187782,56.680039159001296,32.6,medium,0.44
2024-01-01 12:06:00,18.7,71,62,15.042322187370145,74.58954714731847,26.3,medium,0.26
2024-01-01 12:07:12,29.0,86,73,26.621138717411583,65.36159172116673,16.4,medium,0.4
2024-01-01 12:08:24,6.7,60,57,8.802703380568436,45.667788930318444,18.8,medium,0.33
2024-01-01 12:09:36,7.0,92,80,8.292619507496493,50.64744615622624,25.4,low,0.42
2024-01-01 12:10:48,66.9,52,25,122.77845347504828,32.693032746301434,15.3,medium,0.43
2024-01-01 12:12:00,6.2,50,48,4.983815492466633,74.64160753188048,19.4,low,0.4
2024-01-01 12:13:12,13.7,54,49,10.855477744098552,75.72213949283534,23.7,heavy,0.4
2024-01-01 12:14:24,7.6,61,57,8.914671615967407,51.15163178677732,17.8,heavy,0.41
2024-01-01 12:15:36,18.3,54,46,27.88381122447483,39.37768733121525,27.9,low,0.28
2024-01-01 12:16:48,16.1,51,45,23.130170189583414,41.76363563615431,34.3,low,0.44
2024-01-01 12:18:00,88.2,51,19,100.37562384822998,52.72196373097132,27.7,low,0.44
2024-01-01 12:19:12,28.5,56,45,25.691449541997514,66.55910937234907,29.5,medium,0.34
2024-01-01 12:20:24,45.8,60,41,42.25658460469418,65.03128508153807,19.1,heavy,0.27
2024-01-01 12:21:36,30.5,81,67,39.742666721756194,46.046230687338586,34.7,heavy,0.39
2024-01-01 12:22:48,57.8,63,36,94.67142097671383,36.63196310165259,31.7,low,0.27
2024-01-01 12:24:00,25.1,53,43,26.577134174703144,56.66525179503563,35.0,heavy,0.3
2024-01-01 12:25:12,53.3,74,52,56.10404201722485,57.00124064177341,32.0,heavy,0.44
2024-01-01 12:26:24,66.1,84,56,68.25176222883908,58.108389739484366,29.6,low,0.45
2024-01-01 12:27:36,64.6,54,35,55.70661971928669,69.57880444966318,34.2,low,0.4
2024-01-01 12:28:48,47.1,88,74,47.72214030874082,59.21779663940153,18.9,low,0.43
2024-01-01 12:30:00,48.6,63,42,83.07097946790287,35.10251135448198,25.7,medium,0.33
2024-01-01 12:31:12,77.3,52,13,81.50039230963732,56.90770152834666,18.1,medium,0.43
2024-01-01 12:32:24,59.2,74,54,64.38201738784572,55.17068498494364,32.1,medium,0.35
2024-01-01 12:33:36,90.4,50,17,112.86450493933815,48.057624519907876,20.2,medium,0.42
2024-01-01 12:34:48,97.8,50,21,190.2801578091108,30.838738350673335,16.7,low,0.35
2024-01-01 12:36:00,52.3,62,36,41.34906669962145,75.890467438984,25.0,low,0.41
2024-01-01 12:37:12,74.8,69,44,86.57651010122545,51.838541363617225,19.6,medium,0.43
2024-01-01 12:38:24,70.0,84,54,119.17636730443373,35.24188641587959,32.2,low,0.34
2024-01-01 12:39:36,68.5,79,46,80.96679616190602,50.76154911429865,18.0,heavy,0.46
2024-01-01 12:40:48,38.6,93,75,31.21787483346186,74.18826593274449,15.6,heavy,0.45
2024-01-01 12:42:00,81.7,91,52,63.640756429597516,77.02611148914971,23.3,medium,0.45
2024-01-01 12:43:12,88.6,57,27,70.72926340836459,75.15983828797117,28.2,medium,0.39
2024-01-01 12:44:24,67.9,69,39,57.06872480163002,71.38761228958873,16.1,medium,0.47
2024-01-01 12:45:36,44.4,66,47,80.18516993991591,33.22310100478904,27.1,medium,0.38
2024-01-01 12:46:48,29.1,87,73,26.131628609242448,66.81558298982026,28.7,medium,0.37
2024-01-01 12:48:00,93.3,86,41,76.42449159811255,73.24876990268723,19.6,low,0.46
2024-01-01 12:49:12,62.7,63,43,53.452822690715486,70.37981926169527,18.5,medium,0.34
2024-01-01 12:50:24,89.1,68,24,71.44993226429038,74.8216244660018,20.6,low,0.38
2024-01-01 12:51:36,27.1,52,41,32.53933447807516,49.970290606145944,22.5,low,0.37
2024-01-01 12:52:48,71.4,63,33,56.86086726939675,75.34179842356545,28.1,medium,0.42
2024-01-01 12:54:00,21.5,54,47,27.596212172009597,46.7455458002467,17.5,medium,0.34
2024-01-01 12:55:12,31.5,80,69,37.110510070063995,50.92896854372826,19.1,low,0.29
2024-01-01 12:56:24,18.4,56,47,13.856100642949357,79.67609563818863,33.6,low,0.45
2024-01-01 12:57:36,57.0,59,40,43.53280003761681,78.56145244608132,34.5,medium,0.43
2024-01-01 12:58:48,17.4,93,80,23.572044590248176,44.28975161670557,34.6,medium,0.34
2024-01-01 13:00:00,65.6,60,25,70.39368511127228,55.91410641136786,30.1,medium,0.46
2024-01-01 13:01:12,77.9,94,64,78.4612882092492,59.57077823569328,33.3,low,0.35
2024-01-01 13:02:24,47.1,77,55,89.50763478256691,31.572725688316478,21.7,heavy,0.41
2024-01-01 13:03:36,52.4,79,55,49.96694436229439,62.921598271126165,29.2,low,0.36
2024-01-01 13:04:48,57.2,65,42,43.30822860714231,79.245910312619,29.4,medium,0.45
2024-01-01 13:06:00,73.3,89,56,56.27721605705789,78.14885504537024,25.1,low,0.35
2024-01-01 13:07:12,8.3,50,47,13.241592798915537,37.608768640037425,30.6,medium,0.48
2024-01-01 13:08:24,67.5,75,50,72.11736242584797,56.158459818386504,16.3,low,0.44
2024-01-01 13:09:36,90.4,64,18,69.0648168025032,78.53492199234229,28.1,medium,0.38
2024-01-01 13:10:48,61.1,58,31,54.479513569873106,67.29134971622213,17.6,heavy,0.39
2024-01-01 13:12:00,76.2,72,37,95.67825396168323,47.78515295472441,15.2,medium,0.34
2024-01-01 13:13:12,29.7,83,73,35.23750282543011,50.57112045732056,32.6,heavy,0.32
2024-01-01 13:14:24,60.4,59,37,55.36948609583465,65.45121249143446,21.6,heavy,0.36
2024-01-01 13:15:36,91.8,94,57,76.98957010049074,71.54215814961267,31.8,heavy,0.49
2024-01-01 13:16:48,44.6,51,33,56.54840315196859,47.322291184925206,32.2,low,0.31
2024-01-01 13:18:00,86.7,90,54,107.3499853443109,48.45832054205943,24.1,medium,0.43
2024-01-01 13:19:12,12.6,84,78,10.893908860590034,69.39657837003914,19.3,medium,0.32
2024-01-01 13:20:24,34.6,55,40,63.23363379043768,32.83062945394002,18.3,medium,0.46
2024-01-01 13:21:36,6.0,70,67,6.855228313136322,52.5146623213337,26.7,heavy,0.32
2024-01-01 13:22:48,27.3,92,80,45.70148519147617,35.84128596996898,22.8,heavy,0.33
2024-01-01 13:24:00,17.1,63,55,24.3603127442963,42.1176858757787,31.8,medium,0.39
2024-01-01 13:25:12,41.0,50,34,31.405916738102594,78.32918938537001,19.6,heavy,0.45
2024-01-01 13:26:24,67.7,55,23,61.01116187356566,66.57798139326937,24.6,medium,0.48
2024-01-01 13:27:36,32.6,79,66,28.180749032378696,69.40908482427577,22.0,heavy,0.36
2024-01-01 13:28:48,10.7,57,52,9.876456321620246,65.00307186036125,19.3,heavy,0.33
2024-01-01 13:30:00,88.3,90,54,75.42313143619384,70.24370241750013,21.8,low,0.34
2024-01-01 13:31:12,38.0,65,48,31.308936852847268,72.82265797513513,17.1,low,0.46
2024-01-01 13:32:24,42.0,74,53,59.64369426240472,42.25090399184805,30.3,low,0.4
2024-01-01 13:33:36,51.1,86,70,49.029981225985246,62.53316691818475,27.3,low,0.5
2024-01-01 13:34:48,17.5,55,47,27.29082102278808,38.474474590677964,20.9,medium,0.42
2024-01-01 13:36:00,20.3,89,80,18.852870758106512,64.60554552288937,25.7,medium,0.45
2024-01-01 13:37:12,56.1,56,30,44.321413168967915,75.94523187172965,33.3,heavy,0.45
2024-01-01 13:38:24,12.0,62,57,15.855350856729432,45.410537206397606,18.7,medium,0.46
2024-01-01 13:39:36,99.4,55,18,80.33501315872907,74.23911150939996,30.1,low,0.49
2024-01-01 13:40:48,16.6,55,47,17.799448111920718,55.95679111718947,24.3,low,0.37
2024-01-01 13:42:00,60.6,53,31,51.30148134446679,70.87514638390003,28.2,low,0.51
2024-01-01 13:43:12,79.7,70,42,69.9267982146134,68.38579946594282,33.0,medium,0.38
2024-01-01 13:44:24,31.3,93,80,56.866143225887384,33.024922976402436,31.3,low,0.38
2024-01-01 13:45:36,21.4,70,59,27.242790377914655,47.13173585334785,34.1,medium,0.41
2024-01-01 13:46:48,16.2,67,61,18.821581105625803,51.6428452288457,30.2,medium,0.53
